Symbol,Date,Open,High,Low,Close,Volume
190650,2019-11-20,9900,10450,8090,8290,2166493
190650,2019-11-21,8400,10750,8310,10750,6395650
190650,2019-11-22,11500,13250,11000,11750,8858103
190650,2019-11-25,11650,12350,11000,11350,2032433
190650,2019-11-26,11250,11400,10800,11050,919436
190650,2019-11-27,10850,14350,10750,12950,10577291
190650,2019-11-28,13000,15350,12450,13200,8286760
190650,2019-11-29,13000,14750,12150,12400,3386586
190650,2019-12-02,12400,13600,11150,11400,2185027
190650,2019-12-03,11500,11750,10650,10950,741808
190650,2019-12-04,11000,11600,10750,11100,695842
190650,2019-12-05,11150,11350,9950,10200,594751
190650,2019-12-06,10150,10400,9770,9880,442502
190650,2019-12-09,9950,9970,9350,9440,162199
190650,2019-12-10,9410,10900,9230,9730,2072157
190650,2019-12-11,9730,9730,9300,9360,193696
190650,2019-12-12,9360,9530,9240,9290,113068
190650,2019-12-13,9380,10600,9330,9910,1185779
190650,2019-12-16,10050,12750,10050,10900,3309910
190650,2019-12-17,11150,11650,10800,11050,946841
190650,2019-12-18,11100,11700,10900,11600,645081
190650,2019-12-19,11500,11650,11150,11400,208938
190650,2019-12-20,11400,11650,10650,10650,259513
190650,2019-12-23,10550,11000,10200,10250,150727
190650,2019-12-24,10200,11400,10200,10500,573901
190650,2019-12-26,10500,11250,10500,11100,340681
190650,2019-12-27,11100,11400,10900,11100,222175
190650,2019-12-30,11150,11450,11050,11200,98627
190650,2020-01-02,11350,11700,10950,11000,221095
190650,2020-01-03,11300,11900,10800,11450,334003
190650,2020-01-06,11200,11350,10900,10950,180657
190650,2020-01-07,10850,11250,10800,10800,126706
190650,2020-01-08,10650,10650,10000,10100,163110
190650,2020-01-09,10450,10550,10250,10400,62845
190650,2020-01-10,10400,11050,10400,10700,65183
190650,2020-01-13,10800,11050,10600,10750,110239
190650,2020-01-14,10750,10800,10350,10400,122490
190650,2020-01-15,10450,10550,10000,10100,182704
190650,2020-01-16,10200,10300,9980,10200,115961
190650,2020-01-17,10200,10250,9990,9990,60226
190650,2020-01-20,9990,10100,9870,9950,66081
190650,2020-01-21,9940,10000,9630,9630,91748
190650,2020-01-22,9650,9770,9600,9620,27250
190650,2020-01-23,9620,9690,9490,9500,39665
190650,2020-01-28,9200,9490,9000,9450,48743
190650,2020-01-29,9450,9700,9370,9440,19642
190650,2020-01-30,9440,9570,9300,9430,34024
190650,2020-01-31,9320,9470,9060,9060,28109
190650,2020-02-03,8850,9130,8500,8840,55822
190650,2020-02-04,8940,9050,8810,8870,24600
190650,2020-02-05,8900,9030,8600,8780,15029
190650,2020-02-06,8770,8950,8740,8840,31333
190650,2020-02-07,8900,9000,8760,8900,20262
190650,2020-02-10,8940,9500,8920,9120,67706
190650,2020-02-11,9050,9210,9050,9140,14215
190650,2020-02-12,9170,9250,9060,9250,17251
190650,2020-02-13,9250,9340,9080,9240,17955
190650,2020-02-14,9240,9240,9050,9130,9590
190650,2020-02-17,9130,9290,8890,9000,24957
190650,2020-02-18,9000,9000,8710,8800,39231
190650,2020-02-19,8760,9030,8290,8790,17481
190650,2020-02-20,8810,8810,8290,8560,47238
190650,2020-02-21,8550,8550,8200,8240,27792
190650,2020-02-24,8070,8200,7600,7700,83363
190650,2020-02-25,7630,7810,7600,7710,27405
190650,2020-02-26,7490,7600,7420,7430,36290
190650,2020-02-27,7430,7500,7170,7300,34967
190650,2020-02-28,7100,7180,6620,6680,58375
190650,2020-03-02,6830,6840,6600,6630,48773
190650,2020-03-03,6870,6970,6760,6800,30082
190650,2020-03-04,6790,7180,6610,7170,30720
190650,2020-03-05,7180,7470,7180,7300,46231
190650,2020-03-06,7240,7450,7010,7240,12441
190650,2020-03-09,7040,7450,6760,6830,33979
190650,2020-03-10,6610,6830,6550,6740,38205
190650,2020-03-11,6620,6730,6330,6350,53925
190650,2020-03-12,6300,6550,5350,5430,166329
190650,2020-03-13,4800,4990,3995,4605,237082
190650,2020-03-16,4685,4825,4500,4500,95293
190650,2020-03-17,4275,4700,4105,4670,49138
190650,2020-03-18,4610,4995,4600,4670,113851
190650,2020-03-19,4670,4800,4220,4420,26426
190650,2020-03-20,4400,4720,4175,4680,54433
190650,2020-03-23,4315,4670,4200,4480,32850
190650,2020-03-24,4500,4610,4355,4600,47633
