Symbol,Date,Open,High,Low,Close,Volume
304100,2020-07-23,40000,48350,34250,34300,4603499
304100,2020-07-24,32000,32450,28900,29100,857245
304100,2020-07-27,28600,30500,28500,28700,377149
304100,2020-07-28,29050,29750,28000,28400,204316
304100,2020-07-29,29000,30700,28500,29400,394736
304100,2020-07-30,30350,30350,29100,29400,175198
304100,2020-07-31,29400,30100,28800,28950,151880
304100,2020-08-03,28850,29150,28150,28150,120266
304100,2020-08-04,28250,28750,28000,28000,83712
304100,2020-08-05,28600,30450,28450,28850,423994
304100,2020-08-06,29150,30450,29100,29400,213079
304100,2020-08-07,29450,31100,29000,30350,258313
304100,2020-08-10,30700,32950,30550,32850,439453
304100,2020-08-11,33400,38300,32950,36250,1006712
304100,2020-08-12,36300,36350,33100,33650,315207
304100,2020-08-13,33950,34000,31600,31600,269984
304100,2020-08-14,31600,33400,31500,32000,138943
304100,2020-08-18,31700,31700,29150,29350,132609
304100,2020-08-19,29400,30800,29400,30100,62799
304100,2020-08-20,30100,30100,28000,28550,112071
304100,2020-08-21,29000,30200,28800,29450,78257
304100,2020-08-24,30000,31150,29000,30750,114468
304100,2020-08-25,31000,31700,30300,30400,121334
304100,2020-08-26,30400,30700,29650,29850,92059
304100,2020-08-27,29850,31500,29500,31200,148221
304100,2020-08-28,31800,31800,30550,30550,96676
304100,2020-08-31,30950,31200,30000,30300,80454
304100,2020-09-01,30750,31200,30300,30350,89993
304100,2020-09-02,30600,31550,30300,31500,160271
304100,2020-09-03,31850,32350,31200,32000,145118
304100,2020-09-04,30200,33450,30150,33300,309673
304100,2020-09-07,34050,35950,33300,33500,485495
304100,2020-09-08,33400,36200,32750,35550,577797
304100,2020-09-09,35000,36150,34350,35500,206352
304100,2020-09-10,36250,39000,35100,36050,752267
304100,2020-09-11,36000,36000,33550,34150,420837
304100,2020-09-14,34000,34950,33950,34050,111287
304100,2020-09-15,34100,34150,32800,33400,140626
304100,2020-09-16,33400,34150,32750,33750,142825
304100,2020-09-17,33550,33600,32650,32700,78309
304100,2020-09-18,32850,33500,32650,33100,56015
304100,2020-09-21,33000,33500,31150,31350,112264
304100,2020-09-22,31400,34400,30900,32650,248785
304100,2020-09-23,32800,33150,31100,31550,70298
304100,2020-09-24,30700,30700,29500,29600,156257
304100,2020-09-25,29600,29950,29250,29750,59140
304100,2020-09-28,30300,33900,29900,31050,306209
304100,2020-09-29,31700,32600,31000,31700,116787
304100,2020-10-05,32050,34100,32050,33350,310229
304100,2020-10-06,33300,33800,32800,33350,102212
304100,2020-10-07,33100,33600,32950,33400,73091
304100,2020-10-08,33600,36950,33400,36000,1267722
304100,2020-10-12,36400,38050,35500,37800,593841
304100,2020-10-13,38300,40000,37050,37050,652155
304100,2020-10-14,38750,41900,38200,39400,952452
304100,2020-10-15,39300,39900,37800,39600,380409
304100,2020-10-16,40100,40200,37450,37900,247365
304100,2020-10-19,37500,37700,35100,35400,237853
304100,2020-10-20,34800,36550,34800,36500,156686
304100,2020-10-21,37400,37400,35800,36150,89893
304100,2020-10-22,35950,36300,34500,34500,138329
304100,2020-10-23,34700,34750,33250,33250,163539
304100,2020-10-26,33250,33600,31550,31700,160218
304100,2020-10-27,31350,33500,31050,33100,132586
304100,2020-10-28,33300,34400,33250,34100,75117
304100,2020-10-29,33200,34950,32950,34700,110138
304100,2020-10-30,34250,34850,33750,33950,73209
304100,2020-11-02,33950,34600,33500,34400,46371
304100,2020-11-03,34500,35000,34200,34400,73077
304100,2020-11-04,34550,34700,33800,34050,68860
304100,2020-11-05,33950,37300,33950,36550,273139
304100,2020-11-06,37450,38100,35750,36650,205648
304100,2020-11-09,36700,37000,35850,36350,104528
304100,2020-11-10,36050,36100,34950,36100,73817
304100,2020-11-11,35750,36200,35200,35400,67857
304100,2020-11-12,35300,35900,34800,35000,55569
304100,2020-11-13,35300,36350,35000,35900,113966
304100,2020-11-16,36050,36450,35150,35300,74884
304100,2020-11-17,35300,35800,34800,34850,56111
304100,2020-11-18,35150,35250,34700,34950,49230
304100,2020-11-19,34950,35550,34400,34950,60621
304100,2020-11-20,35300,35700,35100,35200,50728
304100,2020-11-23,35500,35500,34550,34650,57432
304100,2020-11-24,34900,35100,34600,34850,43494
304100,2020-11-24,34900,35100,34600,34700,44495
